0.002,0.003,0.004,0.005,0.006,0.008,0.009,0.01,0.011,0.012,0.013
0.00877193,0.055921053,0.195175439,0.216008772,0.153508772,0.095394737,0.14254386,0.040570175,0.037280702,0.009868421,0.051535088
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
